# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1522360	1522836	+							HI_1434	477		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1522360	1522836	+	AAC23081.1			transcriptional regulator, putative			HI_1434	477	158	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1522993	1523211	-							HI_1434.1	219		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1522993	1523211	-	AAC23082.1			cold shock-like protein (cspD)			HI_1434.1	219	72	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1523361	1523531	-							HI_1434.2	171		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1523361	1523531	-	AAC23083.1			conserved hypothetical protein			HI_1434.2	171	56	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1523684	1524232	-							HI_1435	549		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1523684	1524232	-	AAC23084.2			conserved hypothetical protein			HI_1435	549	182	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1524226	1524546	-							HI_1436	321		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1524226	1524546	-	AAC23085.1			conserved hypothetical protein			HI_1436	321	106	
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1524561	1526019	-							HI_1436.1	1459		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526016	1526180	-							HI_1436.2	165		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526016	1526180	-	AAC23091.1			predicted coding region HI1436.2			HI_1436.2	165	54	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526179	1526433	+							HI_1437	255		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526179	1526433	+	AAC23086.1			exodeoxyribonuclease, small subunit (xseB)			HI_1437	255	84	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526433	1527320	+							HI_1438	888		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1526433	1527320	+	AAC23087.1			geranyltranstransferase (ispA)			HI_1438	888	295	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1527362	1529239	+							HI_1439	1878		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1527362	1529239	+	AAC23088.1			1-deoxyxylulose-5-phosphate synthase (dxs) {Escherichia coli)			HI_1439	1878	625	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1529275	1529727	-							HI_1440	453		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1529275	1529727	-	AAC23089.1			stringent starvation protein B (sspB)			HI_1440	453	150	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1529727	1530365	-							HI_1441	639		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1529727	1530365	-	AAC23090.1			stringent starvation protein A (sspA)			HI_1441	639	212	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1530546	1530938	-							HI_1442	393		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1530546	1530938	-	AAC23092.1			ribosomal protein S9 (rpS9)			HI_1442	393	130	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1530955	1531383	-							HI_1443	429		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1530955	1531383	-	AAC23093.1			ribosomal protein L13 (rpL13)			HI_1443	429	142	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1531847	1532725	+							HI_1444	879		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1531847	1532725	+	AAC23094.1			5,10 methylenetetrahydrofolate reductase (metF)			HI_1444	879	292	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1532814	1533542	-							HI_1445	729		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1532814	1533542	-	AAC23095.1			dethiobiotin synthase (bioD-1)			HI_1445	729	242	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1533645	1533968	-							HI_1446	324		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1533645	1533968	-	AAC23096.1			conserved hypothetical protein			HI_1446	324	107	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1533972	1534628	-							HI_1447	657		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1533972	1534628	-	AAC23097.1			GTP cyclohydrolase I (folE)			HI_1447	657	218	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1534766	1535980	+							HI_1448	1215		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1534766	1535980	+	AAC23098.1			molybdopterin biosynthesis protein (moeA)			HI_1448	1215	404	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1535984	1536715	+							HI_1449	732		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1535984	1536715	+	AAC23099.1			molybdopterin biosynthesis protein (moeB)			HI_1449	732	243	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1536782	1537105	+							HI_1450	324		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1536782	1537105	+	AAC23100.1			conserved hypothetical protein			HI_1450	324	107	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1537173	1537760	-							HI_1452	588		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1537173	1537760	-	AAC23105.1			predicted coding region HI1452			HI_1452	588	195	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1537998	1538468	-							HI_1453	471		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1537998	1538468	-	AAC23101.1			conserved hypothetical protein			HI_1453	471	156	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1538510	1539151	-							HI_1454	642		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1538510	1539151	-	AAC23102.1			cytochrome C-type biogenesis protein			HI_1454	642	213	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1539163	1540224	-							HI_1455	1062		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1539163	1540224	-	AAC23103.1			peptide methionine sulfoxide reductase (msrA)			HI_1455	1062	353	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1540419	1540925	-							HI_1456	507		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1540419	1540925	-	AAC23106.1			predicted coding region HI1456			HI_1456	507	168	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1540879	1541415	-							HI_1457	537		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1540879	1541415	-	AAC23104.1			opacity protein, putative			HI_1457	537	178	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1541711	1541953	+							HI_1458	243		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1541711	1541953	+	AAC23113.1			predicted coding region HI1458			HI_1458	243	80	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1542231	1542815	-							HI_1459	585		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1542231	1542815	-	AAC23107.1			sigma factor, putative			HI_1459	585	194	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1544081	1545445	+							HI_1462	1365		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1544081	1545445	+	AAC23108.1			conserved hypothetical protein			HI_1462	1365	454	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1545523	1545933	-							HI_1462.1	411		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1545523	1545933	-	AAC23114.1			predicted coding region HI1462.1			HI_1462.1	411	136	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1546114	1546608	-							HI_1462.2	495		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1546114	1546608	-	AAC23109.1			conserved hypothetical protein			HI_1462.2	495	164	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1546667	1548004	-							HI_1463	1338		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1546667	1548004	-	AAC23110.1			mrsA protein (mrsA)			HI_1463	1338	445	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1548042	1548869	-							HI_1464	828		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1548042	1548869	-	AAC23111.1			dihydropteroate synthase (folP-2)			HI_1464	828	275	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1548981	1550126	-							HI_1465	1146		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1548981	1550126	-	AAC23112.1			cell division ftsH-related protein			HI_1465	1146	381	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1550264	1550809	+							HI_1466	546		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1550264	1550809	+	AAC23115.1			predicted coding region HI1466			HI_1466	546	181	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1551429	1552466	+							HI_1466.1	1038		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1551429	1552466	+	AAC23131.1			predicted coding region HI1466.1			HI_1466.1	1038	345	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1552525	1554294	+							HI_1467	1770		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1552525	1554294	+	AAC23116.1			ABC transporter, ATP-binding protein			HI_1467	1770	589	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1554432	1554701	-							HI_1468	270		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1554432	1554701	-	AAC23117.1			ribosomal protein S15 (rpS15)			HI_1468	270	89	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1554685	1555032	-							HI_1469	348		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1554685	1555032	-	AAC23127.1			predicted coding region HI1469			HI_1469	348	115	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1555042	1555803	-							HI_1470	762		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1555042	1555803	-	AAC23118.1			iron chelatin ABC transporter, ATP-binding protein, putative			HI_1470	762	253	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1555796	1556809	-							HI_1471	1014		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1555796	1556809	-	AAC23119.1			iron chelatin ABC transporter, permease protein, putative			HI_1471	1014	337	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1556796	1557851	-							HI_1472	1056		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1556796	1557851	-	AAC23120.1			iron chelatin ABC transporter, periplasmic-binding protein, putative			HI_1472	1056	351	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1557919	1558764	-							HI_1473	846		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1557919	1558764	-	AAC23121.1			molybdenum transport system protein (modD)			HI_1473	846	281	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1558774	1559373	-							HI_1474	600		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1558774	1559373	-	AAC23122.1			ABC transporter, ATP-binding protein			HI_1474	600	199	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1559375	1559734	-							HI_1475	360		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1559375	1559734	-	AAC23128.1			predicted coding region HI1475			HI_1475	360	119	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1559962	1560681	-							HI_1476	720		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1559962	1560681	-	AAC23123.1			transcriptional regulatory protein			HI_1476	720	239	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1560909	1561178	+							HI_1477	270		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1560909	1561178	+	AAC23124.1			DNA-binding protein (ner)			HI_1477	270	89	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1561212	1563275	+							HI_1478	2064		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1561212	1563275	+	AAC23125.1			transposase (muA)			HI_1478	2064	687	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1563332	1563604	+							HI_1479	273		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1563332	1563604	+	AAC23129.1			predicted coding region HI1479			HI_1479	273	90	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1563537	1564007	-							HI_1480	471		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1563537	1564007	-	AAC23130.1			predicted coding region HI1480			HI_1480	471	156	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1564041	1564904	+							HI_1481	864		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1564041	1564904	+	AAC23126.1			DNA transposition protein (muB)			HI_1481	864	287	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1564965	1565282	+							HI_1482	318		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1564965	1565282	+	AAC23138.1			predicted coding region HI1482			HI_1482	318	105	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1565297	1565806	+							HI_1483	510		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1565297	1565806	+	AAC23132.1			host-nuclease inhibitor protein (gam)			HI_1483	510	169	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1565803	1565964	+							HI_1484	162		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1565803	1565964	+	AAC23139.1			predicted coding region HI1484			HI_1484	162	53	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566436	1566657	+							HI_1485	222		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566436	1566657	+	AAC23140.1			predicted coding region HI1485			HI_1485	222	73	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566657	1566830	+							HI_1486	174		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566657	1566830	+	AAC23141.1			predicted coding region HI1486			HI_1486	174	57	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566833	1567393	+							HI_1487	561		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1566833	1567393	+	AAC23142.1			predicted coding region HI1487			HI_1487	561	186	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1567567	1568124	+							HI_1488	558		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1567567	1568124	+	AAC23133.1			E16 protein, putative			HI_1488	558	185	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1568121	1568675	+							HI_1489	555		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1568121	1568675	+	AAC23143.1			predicted coding region HI1489			HI_1489	555	184	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1568867	1569082	+							HI_1490	216		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1568867	1569082	+	AAC23134.1			positive regulator of late transcription {Bacteriophage mu)			HI_1490	216	71	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569082	1569300	+							HI_1491	219		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569082	1569300	+	AAC23135.1			DNA-binding protein, putative			HI_1491	219	72	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569309	1569815	+							HI_1492	507		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569309	1569815	+	AAC23144.1			predicted coding region HI1492			HI_1492	507	168	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569897	1570181	+							HI_1493	285		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1569897	1570181	+	AAC23145.1			predicted coding region HI1493			HI_1493	285	94	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570091	1570441	+							HI_1494	351		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570091	1570441	+	AAC23136.1			N-acetylmuramoyl-L-alanine amidase			HI_1494	351	116	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570448	1570708	+							HI_1495	261		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570448	1570708	+	AAC23146.1			predicted coding region HI1495			HI_1495	261	86	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570705	1570959	+							HI_1496	255		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1570705	1570959	+	AAC23147.1			predicted coding region HI1496			HI_1496	255	84	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571077	1571304	+							HI_1497	228		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571077	1571304	+	AAC23137.1			conserved hypothetical protein			HI_1497	228	75	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571211	1571630	+							HI_1498	420		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571211	1571630	+	AAC23148.1			predicted coding region HI1498			HI_1498	420	139	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571635	1571943	+							HI_1498.1	309		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571635	1571943	+	AAC23152.1			predicted coding region HI1498.1			HI_1498.1	309	102	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571955	1572524	+							HI_1499	570		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1571955	1572524	+	AAC23149.1			predicted coding region HI1499			HI_1499	570	189	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1572524	1574050	+							HI_1500	1527		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1572524	1574050	+	AAC23150.1			predicted coding region HI1500			HI_1500	1527	508	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1574062	1575624	+							HI_1501	1563		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1574062	1575624	+	AAC23151.1			predicted coding region HI1501			HI_1501	1563	520	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1575715	1576959	+							HI_1502	1245		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1575715	1576959	+	AAC23163.1			predicted coding region HI1502			HI_1502	1245	414	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1577097	1577537	+							HI_1503	441		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1577097	1577537	+	AAC23153.1			G protein (muG-1)			HI_1503	441	146	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1577768	1578835	+							HI_1504	1068		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1577768	1578835	+	AAC23154.1			I protein (muI)			HI_1504	1068	355	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1578835	1579761	+							HI_1505	927		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1578835	1579761	+	AAC23164.1			predicted coding region HI1505			HI_1505	927	308	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1579844	1580101	+							HI_1506	258		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1579844	1580101	+	AAC23165.1			predicted coding region HI1506			HI_1506	258	85	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580113	1580229	+							HI_1507	117		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580113	1580229	+	AAC23166.1			predicted coding region HI1507			HI_1507	117	38	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580232	1580657	+							HI_1508	426		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580232	1580657	+	AAC23155.1			conserved hypothetical protein			HI_1508	426	141	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580624	1581208	+							HI_1509	585		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1580624	1581208	+	AAC23156.1			conserved hypothetical protein			HI_1509	585	194	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1581221	1581412	+							HI_1510	192		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1581221	1581412	+	AAC23157.1			conserved hypothetical protein			HI_1510	192	63	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1581412	1582875	+							HI_1511	1464		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1581412	1582875	+	AAC23158.1			sheath protein gpL (muL)			HI_1511	1464	487	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1582885	1583241	+							HI_1512	357		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1582885	1583241	+	AAC23159.1			conserved hypothetical protein			HI_1512	357	118	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1583254	1583637	+							HI_1513	384		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1583254	1583637	+	AAC23160.1			conserved hypothetical protein			HI_1513	384	127	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1583718	1585613	+							HI_1514	1896		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1583718	1585613	+	AAC23167.1			predicted coding region HI1514			HI_1514	1896	631	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1585613	1586980	+							HI_1515	1368		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1585613	1586980	+	AAC23161.1			64 kDa virion protein (muN)			HI_1515	1368	455	
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1586980	1588240	+							HI_1516	1261		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1588277	1588825	+							HI_1518	549		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1588277	1588825	+	AAC23168.1			predicted coding region HI1518			HI_1518	549	182	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1588834	1589241	+							HI_1519	408		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1588834	1589241	+	AAC23169.1			predicted coding region HI1519			HI_1519	408	135	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1589241	1590308	+							HI_1520	1068		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1589241	1590308	+	AAC23162.1			conserved hypothetical protein			HI_1520	1068	355	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1590394	1590900	+							HI_1521	507		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1590394	1590900	+	AAC23170.1			conserved hypothetical protein			HI_1521	507	168	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1590900	1592771	+							HI_1522	1872		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1590900	1592771	+	AAC23178.1			predicted coding region HI1522			HI_1522	1872	623	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1593255	1593374	+							HI_1522.1	120		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1593255	1593374	+	AAC23179.1			predicted coding region HI1522.1			HI_1522.1	120	39	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1593385	1594275	+							HI_1523	891		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1593385	1594275	+	AAC23180.1			predicted coding region HI1523			HI_1523	891	296	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1594439	1594591	+							HI_1524	153		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1594439	1594591	+	AAC23181.1			predicted coding region HI1524			HI_1524	153	50	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1594829	1595566	-							HI_1525	738		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1594829	1595566	-	AAC23171.1			molybdate-binding periplasmic protein, putative			HI_1525	738	245	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1595753	1597183	-							HI_1526	1431		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1595753	1597183	-	AAC23172.1			ADP-heptose synthase (rfaE)			HI_1526	1431	476	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1597268	1598215	+							HI_1527	948		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1597268	1598215	+	AAC23173.1			lipid A biosynthesis lauroyl acyltransferase (htrB)			HI_1527	948	315	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1598289	1600187	+							HI_1528	1899		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1598289	1600187	+	AAC23174.1			topoisomerase IV, subunit B (parE)			HI_1528	1899	632	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1600254	1602497	+							HI_1529	2244		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1600254	1602497	+	AAC23175.1			topoisomerase IV, subunit A (parC)			HI_1529	2244	747	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1602539	1603753	+							HI_1530	1215		
